"maxO3" "T6" "T9" "T12" "T15" "Ne6" "Ne9" "Ne12" "Ne15" "Vx6" "Vx9" "Vx12" "Vx15" "Vx18" "maxO3v" "Vent12"
85 12.3 18.7 19.3 19.9 3 3 6 7 -0.766 -1.9284 -0.6946 -2.5 -0.6946 78 "N"
96 11.6 18.6 21.4 22.1 1 3 6 5 -0.5 2.2981 -1.5321 -2 0.8682 85 "W"
108 14.7 19.2 23.9 25.8 4 7 3 5 0 1.5 1.5321 -1.5321 0 96 "E"
156 16.9 25.9 30.3 31.4 5 5 5 3 0 -0.342 -1.9696 -2.2981 -3 116 "W"
81 18.5 21.8 24.1 24.7 5 6 1 1 0 0 -1.0419 -1.0419 0 156 "N"
114 14 21.6 27.3 30.5 3 4 4 3 -0.342 1.9696 2.8191 1.9696 3.7588 81 "E"
133 18.7 25.7 30 32.4 1 0 1 0 1.8794 3.4641 3.9392 3.7588 3.9392 114 "E"
173 20.3 28.1 33 34.3 1 1 0 0 1.9696 2.2981 2 -1.3681 -1.7101 133 "S"
156 19.3 23.1 25.5 31.1 7 7 4 1 -1.5321 -1.5 -1.5 -3.4641 -2.8191 173 "S"
104 18.7 19.2 20 20.8 7 7 8 8 1.2856 0 -3.8302 -4.5963 -4.6985 156 "W"
72 14.6 18.9 22 23 7 7 7 5 -2.5981 -4.5963 -3.8567 -6.0622 -4.5963 104 "S"
127 15.5 20.6 25 27.7 1 3 1 1 -0.5209 -1.0261 -2.5712 -2.5 -1.3681 72 "S"
82 17.7 23.2 26.4 26.6 1 2 6 7 0.9397 -1.7321 -2.5712 -4.924 -4.3301 127 "S"
69 15.8 20.4 24 25.1 1 6 6 5 0.3473 -3.7588 -3.8567 -4.3301 -3.2139 82 "S"
83 15.2 20.8 24.2 24.3 2 4 5 6 -0.1736 -3.7588 -5.1962 -4.3301 -5.9088 69 "W"
89 14.9 19.9 23.3 25.1 8 5 7 6 -1 -1.5321 -1.0261 -3.9392 -0.5209 83 "S"
87 16.6 20.5 23.3 24 7 7 6 7 0 -1.5 -3.0642 -4.4995 -4.5963 89 "W"
76 16.6 19.8 21.7 22.8 7 5 6 6 -3 -3.4641 -4.6985 -2.9544 -2.5981 87 "W"
69 16.7 17.6 18.5 22.4 8 8 8 7 0.8682 -0.8682 -2.3941 -5.1962 -1.5321 76 "S"
59 17.3 17.9 19 20 8 8 8 8 1 0.5209 -1 -3.0642 -3.8302 69 "W"
76 14.8 17.9 21.3 23.5 6 4 4 4 -2.2981 -2.5712 -2.5712 -3.9392 0.6946 59 "N"
88 14.8 19.3 23 22.7 5 4 4 7 -1.5 -3.4641 -4.6985 -5.6382 -3.2139 76 "W"
58 17.3 19.3 22.8 22.5 8 7 7 7 0 0 -3.8567 -5.1423 -3.0642 88 "S"
69 16.9 18.5 20.9 22 7 8 6 5 -2.9544 -4.3301 -3.8302 -4.5963 -3 58 "W"
91 15.6 18.6 21.7 23.9 7 5 3 1 -2.8191 -2.2981 -2.5981 -1.8794 -1.9696 69 "W"
111 13.7 19.4 24.5 27.9 0 0 0 0 -0.1736 -1 -1.0261 -1.8794 -1.7321 91 "S"
131 18.3 22.4 27.5 29.8 8 1 1 1 2.2981 1.2856 1 1.5321 2.5 111 "E"
160 17 24.3 30.5 33.6 0 2 3 1 -0.684 0.766 1.2856 1.5321 3 131 "N"
172 20.7 30 35.9 35.6 2 0 0 7 0 4 3.9392 2.8191 2.9544 160 "E"
163 24.3 30.4 37 39.5 2 2 0 0 2.8191 3.4641 3.7588 0 -1 172 "E"
104 18.2 20.8 27.2 27.6 7 1 1 0 0 -1.7101 -1.7101 -0.6946 -0.8682 163 "N"
121 18.1 22.4 29 31.2 8 0 1 0 0 0 0.6946 0.8682 0 104 "N"
154 17.8 24.3 32.6 36.2 0 0 0 0 -0.684 1.2856 1 1.8794 3.4641 121 "N"
231 20.5 30.3 36.9 38.7 0 0 0 0 -0.5 1.8794 2.8191 4 3.9392 154 "E"
173 24.1 30.4 35.6 35.2 2 1 1 1 1.5321 0 -2.2981 -2.3941 1.2155 231 "W"
177 19.1 24.6 32.3 35.2 4 4 0 3 -0.866 -1.2856 -1 -3.2139 -1.9284 173 "S"
165 18.7 20.6 26.6 31.7 9 8 1 1 -0.9848 -1.9696 -1.5321 -1.8794 -1.7321 177 "W"
137 18.9 20.8 26.5 29.6 8 8 4 6 1.5321 -2.5 1.7321 0 0.3473 165 "E"
117 20.2 23.6 25.1 26.5 5 7 7 7 1.7321 0 -3.7588 -0.684 -3.8302 137 "W"
106 19.6 20.4 22.9 24.5 8 7 8 7 1 1.9284 0 -1.3681 0 117 "S"
86 18.7 22.3 25.4 26.9 7 7 7 7 0 0.342 1.8794 2.9544 2.9544 106 "E"
103 19.7 21.7 24.8 26.5 7 7 5 4 0 0.684 0.684 -1.5 -3.8302 86 "S"
94 16.2 21.5 23.8 24.6 6 7 7 7 -0.766 -3.7588 -3.4641 -4.5963 -4.6985 103 "W"
74 17.7 20 23.9 24.5 8 3 4 3 0 1.5321 -0.6946 -0.6946 2.5 94 "N"
87 14.1 19 22.8 24.4 4 4 1 1 1.5 0.684 0 0 0 74 "N"
89 11.3 19.1 23 25.6 1 3 2 2 -0.9397 -0.5 -1.9696 -2.5712 1.7101 87 "W"
74 11.7 20.3 25 27 4 3 5 2 -0.5 0 -0.3473 -0.866 0.8682 89 "N"
62 18.5 21.2 26 27.3 7 1 3 4 1.0261 1.0261 3.2139 3.0642 2.0521 74 "N"
83 15.9 23.3 28.1 29.4 4 3 3 3 -0.5 3 5 4.5963 4.5963 62 "E"
104 14.8 21.7 26.4 27.1 2 2 1 1 0.3473 2.9544 1.7321 1 0.6946 83 "E"
93 15.5 19.4 23.7 25 4 7 7 4 2 -1.2856 -1.5321 -1.0261 0 104 "W"
147 13.2 20.1 29.5 31.6 9 7 2 6 -0.342 0.766 0.3473 -0.684 -0.9848 93 "S"
91 17.8 22 24.3 24 5 5 7 7 -1.9284 -0.8682 -0.6946 -0.684 0.6946 147 "N"
96 14.3 18.4 23.2 20.8 2 6 7 5 -2 -2.2981 -6.0622 0 0 91 "W"
81 13.6 17.7 19.1 15.2 7 6 6 7 0.3473 1.3681 1.3681 0.6946 1.9284 96 "N"
96 9 15.4 20.7 20.7 1 2 4 6 -0.5 -0.9397 0.6428 -2.8191 1.7101 81 "N"
88 8.5 17 20.5 21.4 1 1 5 5 -0.9848 2.2981 0.3473 2.5712 3.2139 96 "N"
82 9 17 20.5 20.8 1 2 5 7 -1 3 2.9544 4.6985 1.7101 88 "E"
100 8.8 17.4 22.4 23.6 0 0 4 1 -0.684 2.5981 5.9088 4.924 4.6985 82 "E"
142 8.8 20 25.5 27.4 1 1 1 1 0 4 4.3301 1.7101 1.8794 100 "E"
132 17.5 20.4 25.3 23.7 7 7 6 7 0.9848 2 -1.8794 -3.8302 -1.7321 142 "W"
89 14.3 18.7 21.8 21.9 4 3 6 5 -1.2856 -6.0622 -3.7588 -3.2139 0.6946 132 "W"
78 13.5 16.5 21.8 22.1 8 7 3 7 -0.1736 0.342 -0.766 -1.0261 -2 89 "W"
53 14.2 16.3 17.7 14.3 8 8 8 8 1.9284 -2.5981 -3.4641 -1.0261 -2.2981 78 "W"
66 15.4 17.8 19.2 19.6 6 6 6 6 -0.6946 -1.3892 -2.7362 -1.0419 -2.5 53 "N"
73 14.5 17.4 22 22.5 7 7 7 6 -2.5981 -5.1962 -6.5778 -3.8567 -3.5 66 "W"
67 14.7 17.7 18.3 20.9 6 8 8 8 -1.9696 -2.9544 -1.8794 -1.5 -1.5 73 "W"
79 14.3 18.3 22.6 24.3 1 5 6 5 -2.5981 -2 2.5981 -0.5 0.8682 67 "E"
104 13 19.4 25.2 26.9 4 4 4 3 -0.9397 1.5321 2.9544 2 3 79 "E"
99 10.7 19.3 24.4 25.9 2 1 1 1 -0.766 2.9544 4.3301 3.9392 3 104 "E"
118 9.1 19.5 24.8 26.6 1 1 1 1 -0.766 1 1.7321 2.9544 1.5321 99 "E"
156 10.4 19.7 26.7 29 2 2 2 2 0 1 1.2856 0.9848 1.5321 118 "S"
153 11.8 20.4 28.5 30 2 3 2 0 0 0.766 -0.6946 -3 -1.5 156 "S"
142 15.6 17.1 24.4 27.3 8 5 0 0 -0.766 -0.9848 -2.2981 -3.0642 -2.2981 153 "W"
126 11.7 14.4 23.6 28.8 9 1 0 0 -0.766 0 0 -1.2856 -0.3473 142 "S"
152 12.5 20.4 28.7 30.3 0 0 0 1 0.766 1.2856 1.9284 0 0 126 "S"
113 17.2 19.2 25.5 28.5 8 3 4 4 -0.5 0.342 -0.5 -2 -3 152 "S"
73 17.6 19.4 20.6 21.4 3 7 5 7 -1.0419 -1.2155 -4.5 -7.7942 -5.3623 113 "S"
64 8.3 12.6 15.8 16.7 4 5 6 3 -0.866 -2.5981 -6.0622 -1.2155 0 73 "W"
76 4.4 12.9 17.7 18.3 0 2 3 4 0 3.9392 5.6382 5.6382 3.9392 64 "E"
97 5.1 13.8 19.4 21.4 3 2 1 1 -0.342 3 2.5981 1.9696 0 76 "E"
117 9.8 15.5 20.9 22.2 4 2 3 3 0.9397 0.1736 -0.684 0 1.3681 97 "N"
79 10.6 12.2 18.4 22.1 9 9 3 4 -0.866 -1.5321 -1.7321 -1.7321 -0.8682 117 "W"
82 11.9 14.4 17.4 17.5 7 6 7 5 -1.9696 -2 -3.2139 -2.5712 -0.6946 79 "N"
77 9.8 14.1 18.2 18.8 7 6 7 6 0.1736 1 1.0261 1.0261 1.8794 82 "S"
87 12.7 15.5 22.8 22 7 5 6 7 0 2.9544 3.4641 5.1962 3.9392 77 "E"
107 8.9 11.5 12.7 13.9 8 7 7 5 2.9544 2 2 2.7362 0.6946 79 "S"
105 5.2 15.5 20.1 19.8 0 1 4 5 -0.342 2.5712 2.8191 1.0419 4.4995 107 "E"
100 7.4 11.1 15.5 16.9 2 7 6 7 -1.7321 0.8682 -2.2981 0.6946 -2.0521 105 "W"
83 6.3 9.7 11 10.9 8 8 8 7 -2.5712 -3 -6.9282 -3.0642 -3.7588 100 "W"
84 7.9 10.6 11.4 11.2 7 5 5 6 -3.7588 -6.8937 -1.0261 0.3473 -1.8794 83 "N"
72 6.6 8.5 10.4 6.5 6 7 7 8 -4.924 -4.3301 -0.3473 0 -0.9397 84 "N"
84 5.7 12.1 11 12.5 2 4 7 7 -1.8794 -2.5712 -4 0.5209 -1.0419 72 "W"
93 7.7 13.4 14.9 15.5 6 7 7 4 -4.924 -6.8944 -6.8944 -5.7851 -3.8567 84 "W"
96 6.1 12.1 15.5 16.4 2 5 5 4 0 -2.8191 -1.5 -0.866 1.3681 93 "N"
90 9.5 14.2 17.4 16.7 2 7 6 7 -0.866 -1.5 -1.3681 -1.0419 0.8682 96 "N"
100 11.4 12.9 15.7 18.6 8 7 7 4 -0.5209 0 1.0261 2.5712 0.8682 90 "N"
99 10.7 11.5 17.1 17.4 8 8 1 3 0.8682 2.0521 1.7101 -1.2155 0 100 "N"
99 8.5 13.7 15.9 16 4 2 5 6 0.3473 4.4995 3.5 0.8682 0 99 "N"
96 10.5 14.2 17 16.2 7 5 6 8 0.6428 -0.1736 2.2981 0 2 99 "E"
101 9.7 16.6 20.1 21.4 9 2 3 2 -0.3473 1.8794 3.9392 4.6985 1.0419 96 "E"
88 11.5 19.7 21.8 23.4 0 0 1 1 -0.9397 3.9392 5.6382 4.924 4.6985 101 "E"
109 13.5 21.2 24.7 26 0 0 1 1 0.866 1.9696 2.8191 0 1.0419 88 "E"
115 12.8 21 25 26.1 0 0 1 1 -0.866 -0.342 -1.9284 0 1.3681 109 "N"
118 12.7 20.8 24.1 25.4 0 0 0 0 -0.6428 1.5 -1.2856 -1.3681 0.6946 115 "N"
104 8.8 15 22.3 24 8 1 0 1 0 -0.5209 0.6946 -0.8682 1.0419 118 "N"
84 13.2 14.6 17.2 18.5 7 7 6 3 0 1.7101 2.3941 1.2155 2.3941 104 "N"
89 9.4 14.3 16.1 17.3 0 1 2 2 3.4641 6.0622 6.0622 6.8937 5.3623 84 "E"
86 8.9 14.1 17.5 18.5 0 0 1 2 4.3301 4.6985 6.8937 5.9088 6.8937 89 "E"
101 10.3 15.8 19.5 21.3 0 0 0 0 1.5 4.924 3.7588 6 6 86 "E"
118 13.4 18.9 21.6 22.9 0 3 3 5 2.9544 4.924 5 3.9392 2.9544 101 "E"
98 14.3 13.3 13.5 16.9 8 8 7 5 1.8794 1.0261 3 4 1.8794 118 "E"
120 11.1 18.1 21.2 21.9 7 1 2 4 0 0.6428 1.3681 1.5 1.9284 98 "S"
115 12.8 18.3 20.6 22.3 7 7 7 7 1.9284 2 0 0 -1.9284 120 "S"
90 14.8 17.6 17.3 19.7 7 8 8 7 -0.866 -2.5 0 -1.3681 1.0261 115 "S"
86 12.7 17.2 19.5 18.8 7 6 6 7 -0.9848 -1 -4 0.8682 -0.5209 90 "W"
75 12.8 14.2 14.1 14.8 8 8 8 8 -0.3473 0.8682 0 1.3681 -3.0642 86 "S"
86 15.5 16.9 18.2 16.9 8 8 8 8 -2.8191 -3 -4.3301 -3.2139 -4.4995 75 "W"
86 13.1 18.5 20.3 20 2 1 3 4 -1.5321 0.6946 0 -2.3941 -1.2155 86 "N"
111 11 19 21.9 21.8 1 5 6 6 -1.5321 -0.5 -0.5209 0 1.7101 86 "N"
75 11.9 17.4 20.5 21.7 7 7 7 7 -0.9848 -1.9284 -0.8682 -0.6946 0 111 "N"
66 15.2 17.4 23.1 24.5 7 8 5 5 -0.5209 1 2.2981 3.4641 1.7101 75 "E"
107 15.1 21.1 24.2 26.2 1 1 1 1 1 0.9848 2.9544 1.8794 3 66 "E"
125 17.6 23.7 27.9 30.2 1 2 2 3 2.9544 3.0642 3.0642 1.5 2 107 "E"
111 17 19.1 20 20.7 7 7 7 7 -0.5209 -0.8682 -3.2139 -2.2981 -2.2981 125 "S"
107 14.8 20.7 25.1 27.7 2 3 6 7 -0.9397 -1 -0.3473 -2 -1.9696 111 "S"
75 15.9 18.1 18.5 23.7 8 8 7 4 -1.0261 -0.9848 -1.7321 -3.9392 -2.9544 107 "W"
65 14.9 19.9 18.1 19.5 5 7 7 6 0 -0.3473 -1.3892 0 0 75 "N"
73 11.9 16.8 20.8 20.3 1 3 3 1 -1.7321 -1.3681 -1.0419 -2.3941 -1.0419 65 "N"
94 12.4 20.5 21.7 22 0 1 7 6 -0.766 2 0.6946 2.0521 3.5 73 "N"
110 12.6 21.2 25.1 24.6 5 4 4 5 -0.9397 0.6946 3 1.2155 -1.2155 94 "N"
98 15.4 22.3 26.5 26.5 0 0 1 0 -1.7321 -1.5 0 -2.0521 -1.3892 110 "N"
74 17.1 22.3 24.7 25.7 1 6 6 2 -0.5209 1.5 0.8682 0 0 98 "N"
65 13.7 18.3 22.9 26.7 7 8 3 3 0 -0.5209 -2.2981 -4.924 0 74 "W"
67 15.1 17.7 17.7 18.8 7 7 7 7 -2.9544 -3.8302 -2.3941 -3.0642 -2.0521 65 "N"
87 14.2 17.3 18.3 18.3 5 4 4 4 -2.5 -1.7101 0 1.0419 0 67 "N"
71 9.8 14.9 18 16.5 3 4 7 8 -1.9696 -3.9392 -2.8191 -4 -1.9696 87 "W"
71 11.8 15.7 15.8 16 7 7 7 7 -0.684 -1.7101 -2.0521 -0.9848 -2.5712 71 "S"
78 14.5 17.7 23 21.3 8 7 8 7 -0.766 -0.6946 -3.8567 -1.2155 2.0521 71 "S"
79 15.7 17.5 19.8 19.8 7 5 5 6 -4.3301 -8.8633 -8.4572 -7.5175 -6.5778 78 "W"
81 13.3 17.2 18.4 20 1 7 8 8 -4.924 -6 -5 -5.9088 -1.0261 79 "W"
102 10.9 17.1 20.1 22.6 3 6 5 3 -0.9397 -0.3473 -1.9696 -1.7321 2.5981 81 "W"
103 16.2 18.3 21.3 24.3 7 8 8 8 2.2981 1.9284 0.6946 -2.5 -3.4641 102 "S"
70 17.4 20.9 22.5 22.9 6 4 7 7 -1.9696 -1.5321 -2.9544 -6 -4.6985 103 "W"
85 11.9 18.4 21.7 22.9 5 2 2 4 -0.9397 -1.2856 -1.2856 0 0.8682 70 "N"
104 11.4 18.8 22.7 25 5 3 3 2 -0.6428 0.866 0.9397 -0.9848 -1 85 "E"
98 13.4 19.2 24.6 25.4 7 7 5 7 -1 -2.8191 -4.3301 -4.6985 -5.9088 104 "W"
78 13.9 17.8 19.8 20.6 7 6 7 7 -3 -5 -4.924 -5.3623 -1.2856 98 "W"
71 15.2 18.6 21.6 20.7 2 5 5 6 -4 -7 -6.8937 -6.8937 -5.6382 78 "W"
75 14 18.4 20.4 20.4 2 6 6 7 -3.7588 -6 -4.6985 -5.6382 -4.3301 71 "W"
65 13.7 14.9 16.7 17.6 8 8 8 7 0 1.2856 0 -2 -3.8567 75 "S"
67 12 17.3 20.8 21.8 7 5 6 6 -3.0642 -0.5209 -1.3681 0 -0.8682 65 "N"
97 11.5 19.6 22.8 24.7 2 0 5 4 0 2.9544 2.5981 2.9544 3.9392 67 "E"
99 14.3 15.5 17.2 17.4 8 8 8 8 2.8191 6 -3.4202 -3.7622 -6 97 "S"
101 12.9 13.8 14.2 15.1 8 8 8 7 -1.7365 -6.1284 -7.8785 -8.8633 -8.4572 99 "W"
68 11.9 15.5 17.3 15.9 6 7 6 6 -3.9392 -5 -3.2139 0 -3.9392 101 "N"
77 8.7 15.6 18.8 19.7 1 2 6 6 0 -1.9696 -4 -3 -3.4641 68 "W"
60 12.8 16.4 16.3 15.2 7 6 7 7 -3 -5.6382 -2.9544 -3.4641 -5 77 "W"
50 17.6 20.3 23.6 24.1 7 7 7 7 -1.8794 -1.9284 -1.5321 -1.8794 1.5 49 "W"
87 16.8 22 25.9 28.5 8 3 4 4 2 0.866 1 1 -1.5 50 "E"
56 15.4 19.5 22.8 22.1 7 5 6 7 -3 -2.2981 -1.3681 -0.5209 -0.866 87 "N"
83 16.4 15.6 21.3 21.5 7 8 6 7 -1.2856 -0.9397 -0.1736 -1.9696 1 56 "S"
83 12.2 19.3 23 24.3 7 8 8 8 -1.5321 0.866 0 -0.1736 -0.5209 83 "S"
91 15.7 22.2 24.8 24.6 3 5 3 5 -1.8794 -1.7321 -5.1962 -4.4995 -3.4641 83 "W"
74 17.8 20.9 22.3 23.8 7 7 6 7 0 -1.2856 -1.2856 -1.9696 -0.9848 91 "N"
95 17.1 22.1 25.9 19.7 7 7 6 8 1.8794 0 -0.866 0.684 -0.866 74 "W"
79 16.7 19.6 22.8 24.2 4 7 6 5 -1.2856 0 0 0 0.8682 95 "N"
95 12.8 22 25.3 26.8 0 1 1 2 -0.866 1.7321 2.2981 -0.6946 0 79 "E"
83 13.5 18 21.9 22.3 9 4 6 6 -1 -1.2856 -2.0521 -1.7101 -2 95 "N"
60 14.6 17.7 19.1 19 6 7 8 8 -2.8191 -2.5981 -3.4641 -2 -1.3681 83 "W"
68 15.6 17.7 20.5 22.1 8 8 7 6 -0.9848 -0.5 -1.2856 -1.5 0 60 "N"
138 13.7 22.9 26.9 29 3 3 5 3 0 0.6428 1.9696 4 2 68 "E"
145 14.1 23 27 25.7 0 3 6 8 0.5 0.5 -3.7588 0.6946 -1.0261 138 "W"
79 16.8 20.6 24.7 26.4 7 7 6 7 -1.5321 -0.684 -2.5981 -2.5981 2.5 145 "W"
94 14.5 23.8 28.2 30 3 2 1 1 -0.9397 1.2856 -1.0261 -0.684 2.0521 79 "N"
146 15.9 27 32.4 33.2 2 1 4 5 0 2.5981 1.9284 3.7588 3.7588 94 "S"
158 22.4 26.2 27.1 30.9 7 6 7 6 4.6985 3.7588 0.6946 1.9696 -3.8302 146 "S"
78 17.6 21.5 26.2 27.8 7 5 6 6 -1.5321 -1.5321 -1.5321 -1 -4 158 "W"
48 17.8 18.8 18.3 17.6 8 8 8 8 1.5 1.5 0.5209 -0.5209 0.3473 78 "N"
73 16.6 18.5 23.5 24.3 8 8 3 7 -0.1736 -1.2856 -2.8191 -1 -1.0261 48 "W"
113 13.3 21.3 25 27 3 4 4 2 -1.8794 -0.766 -1.5321 -1 -1.3681 73 "W"
125 17.5 24.6 28.3 31.1 5 4 6 4 0.9848 2.8191 2.5 2.5 2.5712 113 "S"
133 20.4 23.1 29.1 29.5 8 7 6 7 1.2856 2.2981 1.2155 -2.2981 -2 125 "S"
58 17.3 18.6 19.8 21.2 8 8 7 7 -1 -0.342 1.9696 0.342 -0.3473 133 "E"
85 15.8 21.8 24.5 25.4 4 5 6 7 0.342 -1.5321 1.3681 -4.5963 -3 58 "S"
83 15 20.5 24.2 22.5 7 5 7 8 1.5321 2.0521 -1.2155 -1.5321 -1.0419 85 "S"
72 17.8 18.3 19.8 21.3 7 6 6 6 0 -2.5 -2.5 -6.0622 -4.3301 83 "S"
74 15.9 20 21.5 22.4 4 4 7 5 -3.4641 -4.924 -5.6382 -6.5778 -4.6985 72 "W"
59 14.3 19.1 22.2 24.9 6 7 7 6 0.6428 1.5321 0 -2 -2.5712 74 "S"
57 18.2 19.7 24 24.6 8 8 7 7 0 -0.5209 0 0.5 1.7321 59 "N"
67 16.4 17.8 21.9 21.2 8 7 7 7 -1.7321 -2.2981 -3.8567 -4.5963 -3.8302 57 "S"
75 17.4 21.6 23 20.5 7 5 7 7 -0.5209 -2.0521 0 1.0261 0.5209 67 "S"
74 16.5 19.7 22 23.4 8 7 7 5 1.9284 -1.7101 -5.5 -7.6604 -4.5 75 "S"
82 16.6 19.8 22.9 22.4 5 6 3 6 -2.5 -6.0622 -5.3623 -7.5175 -2 74 "W"
68 14.2 15.5 18.5 16.4 5 7 7 7 -0.8682 0 -2.5712 -7.8785 -4.4995 82 "S"
79 13.2 17.6 20.4 20 4 4 6 7 -2.9544 -3.7588 -2.2981 -1 -1 68 "W"
82 13 18.9 21.9 22.8 7 6 5 7 1.2856 1.2856 0 0 0 79 "S"
66 16.5 20.7 21.4 22 7 6 6 6 -0.5209 -3.8567 -5.3623 -5.3623 -3.8567 82 "W"
84 14.4 17.7 17.1 20.3 1 7 7 6 -3.0642 -6.8937 -3.7588 -7.5175 -5.1962 66 "W"
73 14.8 17.2 19.2 15.5 6 7 8 7 -2.5981 -6.8937 -6 -1.9284 -4.6985 84 "W"
88 13 17.8 20.4 21.9 5 6 7 6 -1.9696 -5.1962 -4.5963 -3.2139 0.5209 73 "W"
71 12 17.6 18.4 19 4 3 7 8 -1 -4.3301 -4.5963 -3.8302 -3.8302 88 "W"
67 16.9 17.1 20.2 22.2 7 8 5 4 -2 -1.7321 -1.0261 0 0 71 "N"
73 12 17.1 16.6 18.7 7 7 7 7 0 -2 -1.5321 -0.9848 -3 67 "W"
69 13.2 16.6 16.8 19.1 5 7 7 6 -2.9544 -4.924 -3.5 -3.2139 -0.8682 73 "N"
81 8.7 16.4 18.7 19.9 2 2 5 5 0 -0.684 -0.5209 0 1.5 69 "N"
107 7.9 16.8 21.2 23.4 0 0 3 2 0 0.9397 2.5981 3.9392 2.9544 81 "E"
128 10.6 19.4 25.4 26.4 6 4 5 3 0 0.1736 0 -3.0642 -1.8794 107 "S"
109 14.5 17.6 22.5 26 8 8 0 0 -1.9284 0 0 -1.7321 2.5 128 "N"
131 14.5 21.8 28.3 30 1 1 0 1 -0.1736 0.342 3.7588 3.2139 0.8682 109 "E"
142 16.1 25.5 30.3 31.9 1 1 2 1 1 4.924 4.924 7 3.4641 131 "E"
149 17.2 24.1 29.1 30.1 2 3 2 1 0 3.4641 6.8937 7.8785 2.5 142 "E"
151 17.1 23.3 27.9 29.3 0 0 0 0 1.5 5.6382 7.8785 6.5778 4.6985 149 "E"
161 17.8 23.2 27.9 30 0 0 0 0 3.9392 6 5.9088 5.9088 4 151 "E"
74 10.2 17.2 20.1 19.9 3 4 4 7 -2.8191 -3 -3.8567 -4.5963 -3.0642 95 "S"
70 17.3 17.6 14.3 17.6 8 8 8 2 -2.0521 -1.7101 -3.9392 -4.3301 -2 74 "W"
69 11.9 16.8 19.1 18.2 3 3 5 6 -1.2856 -6.5778 -6.5778 -4.924 -3.4641 70 "W"
77 9.2 14.5 17.5 18.3 1 5 6 4 -0.9848 -2.2981 -1.2155 -2.0521 0 69 "N"
94 5.4 13.5 17.7 19.2 2 1 3 3 0 0.342 1.0261 -1.5 -1 77 "S"
104 8.8 16.3 21.1 22.6 4 3 4 3 0.342 -0.6946 -3.8567 -3.8567 -1.7101 94 "S"
89 15.1 17.7 20.8 19.1 6 8 7 7 -1.0419 -1.0419 -4.3301 -3.4641 -1.2856 104 "W"
74 9 14.8 17.4 19.5 1 1 4 4 -0.9848 -2.5981 -3.4641 -0.9848 -0.766 89 "W"
74 12.2 14.9 17.8 18.1 8 7 8 8 -1.5 -3.0642 -6.0622 -5.6382 -4.5963 74 "W"
81 11.1 15.4 17.3 17.9 4 6 7 4 -2.8191 -5.1962 -4.5963 -3 -0.6946 74 "W"
59 8.5 14.6 15.6 16.9 2 8 8 6 -2.9544 -4.3301 -3.9392 -4.924 -3.4641 81 "W"
44 16.7 18.8 19.1 19.9 8 8 8 8 -4.924 -5.9088 -6.8937 -6.5778 -4.5963 59 "W"
73 9.3 14.9 15.7 15.9 2 1 4 3 -0.6428 1.0261 0 -1.3892 -0.6946 44 "N"
82 5 12.6 17.4 18.5 5 3 6 7 -0.9397 -0.9397 -3.0642 -3.4641 0.5209 73 "W"
62 14.7 16.6 19 17.1 8 8 7 8 -1.7321 -2.2981 -1.3681 -2 -1.0261 82 "N"
57 13 14.6 16.3 16.5 8 8 8 8 -2 -2.8191 -3.0642 -2.5981 -0.684 62 "W"
61 13 13.3 15.5 18.8 8 8 7 4 0.3473 -1.7321 -0.9397 -0.684 1.9284 57 "W"
66 10.1 14.3 18.4 20.2 6 6 6 6 -0.5 0 -1.0261 -0.684 -1 61 "S"
57 11.7 17 16.9 19.7 6 4 8 7 0.342 -1.5 -0.684 -0.342 -1.7101 66 "S"
116 12.5 18.1 22.3 23.9 3 7 5 5 -1 -0.766 -1.0261 0.3473 -1 120 "N"
103 13.6 19.1 21.5 21.7 4 1 4 4 2 2 -4.924 -5.6382 -2.2981 116 "W"
98 11.6 14.8 16.1 16.3 2 7 6 6 -0.8682 -3.5 -5.1423 -4.5963 -2.8191 103 "S"
79 11.1 11.9 11.9 11.8 7 8 8 8 -3.9392 -3.9392 -3 -3.5 -2.0521 98 "N"
101 8.7 12.8 15.5 17.4 1 6 4 3 0.1736 -0.6946 -2 -1.7101 -1.7101 79 "N"
93 9.8 13.3 15.8 14.7 7 7 6 7 -2.8191 -3.8302 -4.4995 -4 -1 101 "N"
103 11.8 13.5 15 16.1 8 8 7 5 -4 -5 -5.3623 -3.5 -1.2155 93 "W"
100 5.9 13.3 14.9 15.5 0 3 5 5 -0.9848 0 -2.5712 -1.0261 -1.0419 103 "N"
105 5.8 11 13.5 14.8 3 4 3 4 -1.5321 0.6946 0.6946 3.0642 0.8682 100 "N"
102 6.5 13.1 14.6 15.2 1 1 4 5 0.684 5.6382 6.8937 6.5778 5.1962 105 "E"
99 7.1 12.1 14.8 16.3 1 1 1 2 4.6985 5.9088 7 7.8785 7 102 "E"
97 9.1 12.6 16.6 14.2 7 7 7 7 6.8937 7 8 3.9392 0.766 99 "E"
83 11.4 13.8 16 17.1 8 8 7 8 1.9696 2.5981 3.4641 2.8191 0.342 97 "E"
100 12.2 15.5 17.1 17.5 6 5 6 6 -2.5981 -3.4641 -5 -5.9088 -1.9284 83 "W"
78 10.5 11.9 11.4 13.3 8 8 8 8 0.766 -1.7321 -1.9696 0.342 0.6428 100 "W"
80 9.8 13.7 15.3 13.8 8 6 7 8 -1 1.5 0.6946 0.5209 2.5712 89 "N"
94 7.5 13.8 15.5 17 6 4 7 7 1.9696 1.6087 1.4023 0.712 -3.1408 80 "S"
